name,iso,fips,woeid
Antananarivo,MDG,MA05,2346150
Jawa Barat,IDN,ID30,2345715
Jawa Tengah,IDN,ID07,2345716
Bengkulu,IDN,ID03,2345712
Banten,IDN,ID33,28350158
Jakarta Raya,IDN,ID04,2345713
Kalimantan Barat,IDN,ID11,2345720
Lampung,IDN,ID15,2345724
Sumatera Selatan,IDN,ID32,2345734
Bangka-Belitung,IDN,ID35,28350154
Bali,IDN,ID02,2345711
Jawa Timur,IDN,ID08,2345717
Kalimantan Selatan,IDN,ID12,2345721
Nusa Tenggara Timur,IDN,ID18,2345727
Sulawesi Selatan,IDN,ID38,2345729
Sulawesi Barat,IDN,ID41,28350155
Enga,PNG,PP19,2346599
East Sepik,PNG,PP11,2346591
Sandaun,PNG,PP18,2346598
Chimbu,PNG,PP08,2346588
Eastern Highlands,PNG,PP09,2346589
Gulf,PNG,PP02,2346582
North Solomons,PNG,PP07,2346587
Southern Highlands,PNG,PP05,2346585
Western Highlands,PNG,PP16,2346596
Central,PNG,PP01,2346581
East New Britain,PNG,PP10,2346590
Manus,PNG,PP13,2346593
Milne Bay,PNG,PP03,2346583
National Capital District,PNG,,2346600
New Ireland,PNG,PP15,2346595
Northern,PNG,PP04,2346584
West New Britain,PNG,PP17,2346597
Sud,NCL,NC03,24549807
Malaita,SLB,BP03,2344836
Rennell and Bellona,SLB,BP10,2344838
Central,SLB,BP10,2344838
Guadalcanal,SLB,BP06,2344839
Isabel,SLB,BP07,2344840
Rhône-Alpes,FRA,FRB9,7153329
Azuay,ECU,EC02,2345203
El Oro,ECU,EC08,2345209
Zamora Chinchipe,ECU,EC20,2345221
Santa Cruz,ARG,AR20,2344694
Tierra del Fuego,ARG,AR23,2344697
Chubut,ARG,AR04,2344678
Neuquén,ARG,AR15,2344689
Bolivar,ECU,EC03,2345215
Cotopaxi,ECU,EC07,2345208
Guayas,ECU,EC10,2345211
Los Rios,ECU,EC13,2345214
Manabi,ECU,EC14,2345215
Amazonas,COL,CO01,2345047
Chimborazo,ECU,EC06,2345207
Morona Santiago,ECU,EC15,2345216
Orellana,ECU,EC24,20070099
Pichincha,ECU,EC19,2345219
Pastaza,ECU,EC17,2345218
Napo,ECU,,2345217
Tungurahua,ECU,EC23,2345220
Cochabamba,BOL,BL02,2344802
Chuquisaca,BOL,BL01,2344801
El Beni,BOL,BL03,2344803
Ciudad de Buenos Aires,ARG,AR01,2344681
La Pampa,ARG,AR11,2344685
Jujuy,ARG,AR10,2344684
Chaco,ARG,AR03,2344677
Misiones,ARG,AR14,2344688
Pernambuco,BRA,BR30,2344860
Santander,COL,CO26,2345071
La Guajira,COL,CO17,2345062
Isla de la Juventud,CUB,CU04,2345109
Cartago,CRI,CS02,2345083
Heredia,CRI,CS04,2345085
Limón,CRI,CS06,2345086
Puntarenas,CRI,CS07,2345087
Chiriquí,PAN,PM02,2346552
Guanacaste,CRI,CS03,2345084
Coclé,PAN,PM03,2346553
Colón,PAN,PM04,2346554
Herrera,PAN,PM06,2346556
Panama,PAN,PM08,2347586
Veraguas,PAN,PM10,2346560
San Andrés y Providencia,COL,CO17,2345070
Cabañas,SLV,ES02,2345293
Cuscatlán,SLV,ES04,2345295
La Paz,SLV,ES06,2345297
Morazán,SLV,ES08,2345299
Toledo,BLZ,BH06,2344799
Sud,HTI,HA12,2345621
Granma,CUB,CU09,2345113
Clarendon,JAM,JM01,2345912
Hanover,JAM,JM02,2345913
Manchester,JAM,JM04,2345914
Saint Elizabeth,JAM,JM11,2345919
Saint James,JAM,JM12,2345920
Trelawny,JAM,JM15,2345923
Westmoreland,JAM,JM16,2345924
Portland,JAM,JM07,2345915
Saint Ann,JAM,JM09,2345917
Saint Mary,JAM,JM13,2345921
Saint Andrew,JAM,JM08,2345916
Saint Thomas,JAM,JM14,2345922
L'Artibonite,HTI,HA06,2345615
Nord,HTI,HA09,2345618
Ouest,HTI,HA11,2345620
Santo Domingo,DOM,DR00,28358196
Caldas,COL,CO37,2345053
Cundinamarca,COL,,2345078
Risaralda,COL,CO24,2345069
Tolima,COL,CO28,2345073
Cauca,COL,CO09,2345055
Huila,COL,CO16,2345061
Putumayo,COL,CO22,2345067
Valle del Cauca,COL,CO11,2345074
Carchi,ECU,EC05,2345206
Imbabura,ECU,EC11,2345212
Sucumbios,ECU,EC22,2345222
Cesar,COL,CO10,2345056
Magdalena,COL,CO18,2345063
Darién,PAN,PM05,2346555
Kuna Yala,PAN,PM09,2346559
Norte de Santander,COL,CO21,2345066
Casanare,COL,CO32,2345077
Meta,COL,CO19,2345064
Vichada,COL,CO31,2345076
Ciudad de la Habana,CUB,CU02,2345107
La Habana,CUB,CU11,2345115
Villa Clara,CUB,CU16,2345120
Saint Andrew,DMA,DO02,2345161
Saint David,DMA,DO03,2345162
Saint George,DMA,DO04,2345163
Saint John,DMA,DO05,2345164
Saint Luke,DMA,DO07,2345166
Saint Mark,DMA,DO08,2345167
Saint Patrick,DMA,DO09,2345168
Saint Paul,DMA,DO10,2345169
Saint Peter,DMA,DO11,2345170
Eysturoyar,FRO,FO00,2347594
Waterford,IRL,EI32,2345271
Bangui,CAF,CT10,2345105
Bet,TCD,CD03,2344947
Hadjer-Lamis,TCD,CD04,56013481
Kanem,TCD,CD06,2344950
Lac,TCD,CD07,2344951
Centro Sur,GNQ,EK06,20069850
Litoral,GNQ,EK08,20069853
Batha,TCD,CD01,2344945
Guéra,TCD,CD05,2344949
Littoral,CMR,CM05,2345034
Bioko Norte,GNQ,EK05,20069855
Bioko Sur,GNQ,EK04,20069856
Adamaoua,CMR,CM10,2345038
Nord,CMR,CM13,2345041
Logone Occidental,TCD,CD08,2344952
Logone Oriental,TCD,CD09,2344953
Mayo-Kebbi Est,TCD,CD10,56013483
Mandoul,TCD,CD11,56013482
Salamat,TCD,CD13,2344957
Dubrovacko-Neretvanska,HRV,HR03,12577973
Splitsko-Dalmatinska,HRV,HR15,12577985
Zadarska,HRV,HR19,12577989
Bar,MNE,AL49,29389244
Shkodër,ALB,AL49,29389563
Budva,MNE,MJ00,29389243
Vlorë,ALB,AL51,29389565
Zlatiborski,SRB,BK00,29389214
Kotor,MNE,HR03,29389240
Andrijevica,MNE,MJ00,29389233
Danilovgrad,MNE,MJ00,29389236
Gnjilane,KO-,MK20,29389201
Berat,ALB,AL40,29389554
Elbasan,ALB,AL43,29389557
Prizren,KO-,MKA6,29389201
Al Gharbiyah,EGY,EG05,2345227
Al Minufiyah,EGY,EG09,2345231
Ad Daqahliyah,EGY,EG01,2345223
Al Buhayrah,EGY,EG03,2345225
Al Wadi at Jadid,EGY,EG13,2347594
Aragatsotn,ARM,AM01,20070209
Armavir,ARM,AM03,20070210
Shirak,ARM,AM07,20070203
Al Bahr al Ahmar,EGY,EG02,2345224
Janub Sina',EGY,EG26,2345247
Shamal Sina',EGY,EG32,2345248
Orientale,COD,CG09,2344985
Gash Barka,ERI,ER04,24549686
Anseba,ERI,ER05,24549686
Debub,ERI,ER06,24549683
Semenawi Keyih Bahri,ERI,ER01,24549686
Maekel,ERI,ER02,24549686
Nordrhein-Westfalen,DEU,GM07,2345487
Baden-Württemberg,DEU,GM01,2345481
Hessen,DEU,GM05,2345485
Bremen,DEU,GM03,2345483
Niedersachsen,DEU,GM06,2345486
Thüringen,DEU,GM15,2345495
Hamburg,DEU,GM04,2345484
Rheinland-Pfalz,DEU,GM08,2345488
Saarland,DEU,GM09,2345489
Krapinsko-Zagorska,HRV,SI92,12577977
Karlovacka,HRV,HR05,12577990
Licko-Senjska,HRV,HR08,12577978
Primorsko-Goranska,HRV,HR12,12577982
Primorsko-Goranska,HRV,HR12,12577982
Zagrebacka,HRV,HR20,12577983
Grad Zagreb,HRV,HR21,20070170
Karlovarský,CZE,EZ09,20070500
Bayern,DEU,GM02,2345482
Istarska,HRV,HR04,12577974
Liberecký,CZE,EZ03,20070498
Královéhradecký,CZE,EZ07,20070466
Sachsen,DEU,GM13,2345493
Brodsko-Posavska,HRV,HR02,12577972
Brodsko-Posavska,HRV,HR11,12577972
Vukovarsko-Srijemska,HRV,HR18,12577988
Viroviticko-Podravska,HRV,HR17,12577987
Medimurska,HRV,HR09,12577979
Grad Zagreb,HRV,HR20,20070170
Moravskoslezský,CZE,PL04,20070471
Briceni,MDA,MD63,55948180
Donduseni,MDA,MD70,55948186
Ocnita,MDA,MD81,55948195
Balti,MDA,MD60,20069873
Drochia,MDA,MD71,55948187
Falesti,MDA,MD74,55948188
Glodeni,MDA,MD76,55948190
Ungheni,MDA,MD92,20069874
Cahul,MDA,MD51,20069882
Taraclia,MDA,MD51,55948203
Gagauzia,MDA,MD51,20069881
Chisinau,MDA,MD57,20069878
Dubasari,MDA,MD58,20069876
Anenii Noi,MDA,MD59,55948205
Basarabeasca,MDA,MD61,55948179
Cantemir,MDA,MD65,55948182
Calarasi,MDA,MD66,55948181
Cimislia,MDA,MD68,55948184
Criuleni,MDA,MD69,55948185
Floresti,MDA,MD75,55948189
Transnistria,MDA,MD72,20069876
Nisporeni,MDA,MD80,55948194
Orhei,MDA,MD82,20069875
Rezina,MDA,MD83,55948196
Rezina,MDA,MD83,55948196
Soldanesti,MDA,MD86,55948199
Straseni,MDA,MD87,55948202
Telenesti,MDA,MD91,55948204
Causeni,MDA,MD67,55948183
Stefan Voda,MDA,MD88,55948200
Soroca,MDA,MD87,20069872
Harju,EST,EN01,2345276
Ida-Viru,EST,EN03,2345278
Järva,EST,EN04,2345279
Jõgeva,EST,EN05,2345280
Lääne-Viru,EST,EN08,2345282
Hiiu,EST,EN02,2345277
Lääne,EST,EN07,2345281
Xizang,CHN,CH14,12578004
Al Asimah,KWT,KU02,20070169
Al Ahmadi,KWT,KU04,20070166
Mubarak Al-Kabeer,KWT,,55943079
Al Jahrah,KWT,KU05,20070165
Tavush,ARM,AJ40,20070202
Ararat,ARM,AM02,20070211
Gegharkunik,ARM,AM04,2347594
Kotayk,ARM,AM05,20070208
Samux,AZE,AJ52,20070269
Yevlax,AZE,AJ67,20070252
Syunik,ARM,AM08,20070206
Vayots Dzor,ARM,AM10,20070205
Susa,AZE,AJ55,20070265
Badghis,AFG,AF02,2344550
Hirat,AFG,AF11,2344558
Bamyan,AFG,AF05,2344552
Faryab,AFG,AF07,2344554
Jawzjan,AFG,AF31,2344576
Ghor,AFG,AF09,2344556
Sari Pul,AFG,AF33,2344578
Farah,AFG,AF06,2344553
Hilmand,AFG,AF10,2344557
Nimroz,AFG,AF19,2344565
Uruzgan,AFG,AF39,2344566
Uruzgan,AFG,AF41,2344566
Kandahar,AFG,AF23,2344569
Zabul,AFG,AF28,2344573
Xinjiang Uygur,CHN,CH13,12578003
Paktika,AFG,AF29,2344574
Badakhshan,AFG,AF01,2344549
Kunar,AFG,AF34,2344561
Nangarhar,AFG,AF18,2344564
Takhar,AFG,AF26,2344571
Baghlan,AFG,AF03,2344551
Kabul,AFG,AF13,2344559
Kapisa,AFG,AF14,2344560
Parwan,AFG,AF42,2344568
Laghman,AFG,AF35,2344562
Logar,AFG,AF17,2344563
Parwan,AFG,AF40,2344568
Samangan,AFG,AF32,2344577
Hainan,CHN,CH31,12578020
Qu?ng Ninh,VNM,VM30,2345867
Bântéay Méanchey,KHM,CB25,20070093
Kaôh Kong,KHM,CB08,20070094
