top	left	bottom	right	slug	name	iso	woeid
-7.878	-14.442	-8.014	-14.243	20069822	Ascension	SH	20069822
-37.037	-12.751	-40.4	-9.857	20069823	Tristan da Cunha	SH	20069823
-15.89	-5.784	-16.045	-5.633	20069824	Saint Helena	SH	20069824
